"","WR","type","base","year","value","impacts"
"498","Estonia","bio_pro","Biodiversity impacts (bird sp lost)","2006",-31.5427690873211,"Production impacts"
"499","Spain","bio_pro","Biodiversity impacts (bird sp lost)","2006",-1.10164771614002,"Production impacts"
"500","Finland","bio_pro","Biodiversity impacts (bird sp lost)","2006",-0.971003488645425,"Production impacts"
"501","France","bio_pro","Biodiversity impacts (bird sp lost)","2006",3.02358665311736,"Production impacts"
"502","Greece","bio_pro","Biodiversity impacts (bird sp lost)","2006",-6.35238610855535,"Production impacts"
"503","Croatia","bio_pro","Biodiversity impacts (bird sp lost)","2006",15.385256574491,"Production impacts"
"504","Hungary","bio_pro","Biodiversity impacts (bird sp lost)","2006",3.58623141873065,"Production impacts"
"505","Ireland","bio_pro","Biodiversity impacts (bird sp lost)","2006",7.07668693192077,"Production impacts"
"506","Italy","bio_pro","Biodiversity impacts (bird sp lost)","2006",-12.4447841233662,"Production impacts"
"507","Lithuania","bio_pro","Biodiversity impacts (bird sp lost)","2006",-16.7908100771344,"Production impacts"
"508","Luxembourg","bio_pro","Biodiversity impacts (bird sp lost)","2006",1.88679245283019,"Production impacts"
"509","Latvia","bio_pro","Biodiversity impacts (bird sp lost)","2006",8.5553628959474,"Production impacts"
"510","Malta","bio_pro","Biodiversity impacts (bird sp lost)","2006",NA,"Production impacts"
"511","Netherlands","bio_pro","Biodiversity impacts (bird sp lost)","2006",9.67134000281809,"Production impacts"
"512","Poland","bio_pro","Biodiversity impacts (bird sp lost)","2006",3.33980062925486,"Production impacts"
"513","Portugal","bio_pro","Biodiversity impacts (bird sp lost)","2006",-12.1773486554336,"Production impacts"
"514","Romania","bio_pro","Biodiversity impacts (bird sp lost)","2006",-1.30175510357231,"Production impacts"
"515","Sweden","bio_pro","Biodiversity impacts (bird sp lost)","2006",-0.100380831896662,"Production impacts"
"516","Slovenia","bio_pro","Biodiversity impacts (bird sp lost)","2006",28.8522677970683,"Production impacts"
"517","Slovak Republic","bio_pro","Biodiversity impacts (bird sp lost)","2006",9.63152896798816,"Production impacts"
"518","United Kingdom","bio_pro","Biodiversity impacts (bird sp lost)","2006",3.81143374183109,"Production impacts"
"519","United States","bio_pro","Biodiversity impacts (bird sp lost)","2006",-5.40193736916122,"Production impacts"
"520","Japan","bio_pro","Biodiversity impacts (bird sp lost)","2006",-4.95432685531497,"Production impacts"
"521","China","bio_pro","Biodiversity impacts (bird sp lost)","2006",-0.128573328537965,"Production impacts"
"522","Canada","bio_pro","Biodiversity impacts (bird sp lost)","2006",-5.50022575604272,"Production impacts"
"523","Korea, Rep.","bio_pro","Biodiversity impacts (bird sp lost)","2006",5.03016341751317,"Production impacts"
"524","Brazil","bio_pro","Biodiversity impacts (bird sp lost)","2006",4.60021365471456,"Production impacts"
"525","India","bio_pro","Biodiversity impacts (bird sp lost)","2006",-0.797196675872985,"Production impacts"
"526","Mexico","bio_pro","Biodiversity impacts (bird sp lost)","2006",-3.21465164984177,"Production impacts"
"527","Russian Federation","bio_pro","Biodiversity impacts (bird sp lost)","2006",9.67928298238541,"Production impacts"
"528","Australia","bio_pro","Biodiversity impacts (bird sp lost)","2006",0.986187210043927,"Production impacts"
"529","Switzerland","bio_pro","Biodiversity impacts (bird sp lost)","2006",1.2790678438098,"Production impacts"
"530","Turkey","bio_pro","Biodiversity impacts (bird sp lost)","2006",-2.74037555055168,"Production impacts"
"531","Taiwan","bio_pro","Biodiversity impacts (bird sp lost)","2006",-0.201679105318512,"Production impacts"
"532","Norway","bio_pro","Biodiversity impacts (bird sp lost)","2006",18.1954870217962,"Production impacts"
"533","Indonesia","bio_pro","Biodiversity impacts (bird sp lost)","2006",5.87084629868184,"Production impacts"
"534","South Africa","bio_pro","Biodiversity impacts (bird sp lost)","2006",-1.89591253880691,"Production impacts"
"535","RoW Asia and Pacific","bio_pro","Biodiversity impacts (bird sp lost)","2006",1.2368653306619,"Production impacts"
"536","RoW America","bio_pro","Biodiversity impacts (bird sp lost)","2006",2.18979012672823,"Production impacts"
"537","RoW Europe","bio_pro","Biodiversity impacts (bird sp lost)","2006",7.43403480528526,"Production impacts"
"538","RoW Africa","bio_pro","Biodiversity impacts (bird sp lost)","2006",4.33359082943881,"Production impacts"
"539","RoW Middle East","bio_pro","Biodiversity impacts (bird sp lost)","2006",6.40906103476212,"Production impacts"
"540","Austria","cseq_pro","ES impacts (ton Cseq potential lost)","2006",15.2483079560892,"Production impacts"
"541","Belgium","cseq_pro","ES impacts (ton Cseq potential lost)","2006",3.1200093326309,"Production impacts"
"542","Bulgaria","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-2.53613431527745,"Production impacts"
"543","Cyprus","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-66.9206441160178,"Production impacts"
"544","Czech Republic","cseq_pro","ES impacts (ton Cseq potential lost)","2006",5.96314844683668,"Production impacts"
"545","Germany","cseq_pro","ES impacts (ton Cseq potential lost)","2006",1.73206374236472,"Production impacts"
"546","Denmark","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-5.40508572065661,"Production impacts"
"547","Estonia","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-26.0729743207916,"Production impacts"
"548","Spain","cseq_pro","ES impacts (ton Cseq potential lost)","2006",7.61990272153362,"Production impacts"
"549","Finland","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-4.63919591584533,"Production impacts"
"550","France","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-6.8898809875252,"Production impacts"
"551","Greece","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-12.946675782582,"Production impacts"
"552","Croatia","cseq_pro","ES impacts (ton Cseq potential lost)","2006",11.8191803833549,"Production impacts"
"553","Hungary","cseq_pro","ES impacts (ton Cseq potential lost)","2006",1.32268231619002,"Production impacts"
"554","Ireland","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-2.54889878027354,"Production impacts"
"555","Italy","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-6.4526386865927,"Production impacts"
"556","Lithuania","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-13.4086235922359,"Production impacts"
"557","Luxembourg","cseq_pro","ES impacts (ton Cseq potential lost)","2006",1.76564341622995,"Production impacts"
"558","Latvia","cseq_pro","ES impacts (ton Cseq potential lost)","2006",2.16768111049795,"Production impacts"
"559","Malta","cseq_pro","ES impacts (ton Cseq potential lost)","2006",NA,"Production impacts"
"560","Netherlands","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-0.480872805044938,"Production impacts"
"561","Poland","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-5.23215165667352,"Production impacts"
"562","Portugal","cseq_pro","ES impacts (ton Cseq potential lost)","2006",3.25811214374626,"Production impacts"
"563","Romania","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-4.90040306072152,"Production impacts"
"564","Sweden","cseq_pro","ES impacts (ton Cseq potential lost)","2006",1.44055980813483,"Production impacts"
"565","Slovenia","cseq_pro","ES impacts (ton Cseq potential lost)","2006",12.6657886029247,"Production impacts"
"566","Slovak Republic","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-1.61040430381153,"Production impacts"
"567","United Kingdom","cseq_pro","ES impacts (ton Cseq potential lost)","2006",4.84563830097145,"Production impacts"
"568","United States","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-3.44827586206897,"Production impacts"
"569","Japan","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-6.50186326277406,"Production impacts"
"570","China","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-1.34048257372654,"Production impacts"
"571","Canada","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-6.65640959839747,"Production impacts"
"572","Korea, Rep.","cseq_pro","ES impacts (ton Cseq potential lost)","2006",9.36228880085305,"Production impacts"
"573","Brazil","cseq_pro","ES impacts (ton Cseq potential lost)","2006",4.3360433604336,"Production impacts"
"574","India","cseq_pro","ES impacts (ton Cseq potential lost)","2006",5.78231292517007,"Production impacts"
"575","Mexico","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-3.73345184282938,"Production impacts"
"576","Russian Federation","cseq_pro","ES impacts (ton Cseq potential lost)","2006",5.26315789473684,"Production impacts"
"577","Australia","cseq_pro","ES impacts (ton Cseq potential lost)","2006",3.60890957710926,"Production impacts"
"578","Switzerland","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-22.0443856501229,"Production impacts"
"579","Turkey","cseq_pro","ES impacts (ton Cseq potential lost)","2006",3.31785548512707,"Production impacts"
"580","Taiwan","cseq_pro","ES impacts (ton Cseq potential lost)","2006",0.108747429735778,"Production impacts"
"581","Norway","cseq_pro","ES impacts (ton Cseq potential lost)","2006",6.32688326165173,"Production impacts"
"582","Indonesia","cseq_pro","ES impacts (ton Cseq potential lost)","2006",12.6666666666667,"Production impacts"
"583","South Africa","cseq_pro","ES impacts (ton Cseq potential lost)","2006",20.067086852228,"Production impacts"
"584","RoW Asia and Pacific","cseq_pro","ES impacts (ton Cseq potential lost)","2006",3.76712328767123,"Production impacts"
"585","RoW America","cseq_pro","ES impacts (ton Cseq potential lost)","2006",5,"Production impacts"
"586","RoW Europe","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-0.719235185558548,"Production impacts"
"587","RoW Africa","cseq_pro","ES impacts (ton Cseq potential lost)","2006",7.30994152046784,"Production impacts"
"588","RoW Middle East","cseq_pro","ES impacts (ton Cseq potential lost)","2006",-19.2697722282533,"Production impacts"
"589","Austria","bio_pro","Biodiversity impacts (bird sp lost)","2007",4.62097473235963,"Production impacts"
"590","Belgium","bio_pro","Biodiversity impacts (bird sp lost)","2007",-0.100139061035702,"Production impacts"
"591","Bulgaria","bio_pro","Biodiversity impacts (bird sp lost)","2007",9.35215671811222,"Production impacts"
"592","Cyprus","bio_pro","Biodiversity impacts (bird sp lost)","2007",2.68292682926829,"Production impacts"
"593","Czech Republic","bio_pro","Biodiversity impacts (bird sp lost)","2007",2.49758957081528,"Production impacts"
"594","Germany","bio_pro","Biodiversity impacts (bird sp lost)","2007",-0.265451596814834,"Production impacts"
"595","Denmark","bio_pro","Biodiversity impacts (bird sp lost)","2007",-0.829591529870478,"Production impacts"
"596","Estonia","bio_pro","Biodiversity impacts (bird sp lost)","2007",-39.23268141563,"Production impacts"
"597","Spain","bio_pro","Biodiversity impacts (bird sp lost)","2007",-2.69196687132026,"Production impacts"
"598","Finland","bio_pro","Biodiversity impacts (bird sp lost)","2007",-0.957756895133768,"Production impacts"
"599","France","bio_pro","Biodiversity impacts (bird sp lost)","2007",3.58561039748469,"Production impacts"
"600","Greece","bio_pro","Biodiversity impacts (bird sp lost)","2007",-17.4737548709676,"Production impacts"
"601","Croatia","bio_pro","Biodiversity impacts (bird sp lost)","2007",10.2474493466748,"Production impacts"
"602","Hungary","bio_pro","Biodiversity impacts (bird sp lost)","2007",1.52267786098034,"Production impacts"
"603","Ireland","bio_pro","Biodiversity impacts (bird sp lost)","2007",2.35387949196412,"Production impacts"
"604","Italy","bio_pro","Biodiversity impacts (bird sp lost)","2007",-14.2441456121221,"Production impacts"
"605","Lithuania","bio_pro","Biodiversity impacts (bird sp lost)","2007",-13.7262223987817,"Production impacts"
"606","Luxembourg","bio_pro","Biodiversity impacts (bird sp lost)","2007",8.96226415094339,"Production impacts"
"607","Latvia","bio_pro","Biodiversity impacts (bird sp lost)","2007",8.63262426088906,"Production impacts"
"608","Malta","bio_pro","Biodiversity impacts (bird sp lost)","2007",NA,"Production impacts"
"609","Netherlands","bio_pro","Biodiversity impacts (bird sp lost)","2007",6.31135221455074,"Production impacts"
"610","Poland","bio_pro","Biodiversity impacts (bird sp lost)","2007",8.52339622507284,"Production impacts"
"611","Portugal","bio_pro","Biodiversity impacts (bird sp lost)","2007",-16.5180892969147,"Production impacts"
"612","Romania","bio_pro","Biodiversity impacts (bird sp lost)","2007",-2.44880045110247,"Production impacts"
"613","Sweden","bio_pro","Biodiversity impacts (bird sp lost)","2007",-0.202763380634259,"Production impacts"
"614","Slovenia","bio_pro","Biodiversity impacts (bird sp lost)","2007",17.3141345244276,"Production impacts"
"615","Slovak Republic","bio_pro","Biodiversity impacts (bird sp lost)","2007",12.0603536097456,"Production impacts"
"616","United Kingdom","bio_pro","Biodiversity impacts (bird sp lost)","2007",6.25423916068465,"Production impacts"
"617","United States","bio_pro","Biodiversity impacts (bird sp lost)","2007",-5.8866782069409,"Production impacts"
"618","Japan","bio_pro","Biodiversity impacts (bird sp lost)","2007",-2.77066354437249,"Production impacts"
"619","China","bio_pro","Biodiversity impacts (bird sp lost)","2007",-1.7161352936135,"Production impacts"
"620","Canada","bio_pro","Biodiversity impacts (bird sp lost)","2007",-10.1366030496223,"Production impacts"
"621","Korea, Rep.","bio_pro","Biodiversity impacts (bird sp lost)","2007",6.72060924416612,"Production impacts"
"622","Brazil","bio_pro","Biodiversity impacts (bird sp lost)","2007",4.92926818748784,"Production impacts"
"623","India","bio_pro","Biodiversity impacts (bird sp lost)","2007",-0.831556729832813,"Production impacts"
"624","Mexico","bio_pro","Biodiversity impacts (bird sp lost)","2007",-2.48513589181591,"Production impacts"
"625","Russian Federation","bio_pro","Biodiversity impacts (bird sp lost)","2007",12.5636998676208,"Production impacts"
"626","Australia","bio_pro","Biodiversity impacts (bird sp lost)","2007",-4.71263997304653,"Production impacts"
"627","Switzerland","bio_pro","Biodiversity impacts (bird sp lost)","2007",-0.804828419073245,"Production impacts"
"628","Turkey","bio_pro","Biodiversity impacts (bird sp lost)","2007",-7.28769082359968,"Production impacts"
"629","Taiwan","bio_pro","Biodiversity impacts (bird sp lost)","2007",-0.236460143367644,"Production impacts"
"630","Norway","bio_pro","Biodiversity impacts (bird sp lost)","2007",24.9928401314401,"Production impacts"
"631","Indonesia","bio_pro","Biodiversity impacts (bird sp lost)","2007",7.02941027008546,"Production impacts"
"632","South Africa","bio_pro","Biodiversity impacts (bird sp lost)","2007",-1.86373878991161,"Production impacts"
"633","RoW Asia and Pacific","bio_pro","Biodiversity impacts (bird sp lost)","2007",-0.0970713527403844,"Production impacts"
"634","RoW America","bio_pro","Biodiversity impacts (bird sp lost)","2007",3.90064298085952,"Production impacts"
"635","RoW Europe","bio_pro","Biodiversity impacts (bird sp lost)","2007",8.393558327708,"Production impacts"
"636","RoW Africa","bio_pro","Biodiversity impacts (bird sp lost)","2007",4.71393913245592,"Production impacts"
"637","RoW Middle East","bio_pro","Biodiversity impacts (bird sp lost)","2007",8.22943299787886,"Production impacts"
"638","Austria","cseq_pro","ES impacts (ton Cseq potential lost)","2007",23.1900014815854,"Production impacts"
"639","Belgium","cseq_pro","ES impacts (ton Cseq potential lost)","2007",1.60222813378483,"Production impacts"
"640","Bulgaria","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-4.13188492271096,"Production impacts"
"641","Cyprus","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-16.8806028253804,"Production impacts"
"642","Czech Republic","cseq_pro","ES impacts (ton Cseq potential lost)","2007",6.75867472002333,"Production impacts"
"643","Germany","cseq_pro","ES impacts (ton Cseq potential lost)","2007",11.2359459501153,"Production impacts"
"644","Denmark","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-5.47182958605991,"Production impacts"
"645","Estonia","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-33.0993025206879,"Production impacts"
"646","Spain","cseq_pro","ES impacts (ton Cseq potential lost)","2007",0.456762452190273,"Production impacts"
"647","Finland","cseq_pro","ES impacts (ton Cseq potential lost)","2007",5.48080205331179,"Production impacts"
"648","France","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-5.78759942307206,"Production impacts"
"649","Greece","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-11.4821008272257,"Production impacts"
"650","Croatia","cseq_pro","ES impacts (ton Cseq potential lost)","2007",9.69435276424345,"Production impacts"
"651","Hungary","cseq_pro","ES impacts (ton Cseq potential lost)","2007",1.15200630360378,"Production impacts"
"652","Ireland","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-2.3682708527624,"Production impacts"
"653","Italy","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-8.11775790345604,"Production impacts"
"654","Lithuania","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-12.3627971075842,"Production impacts"
"655","Luxembourg","cseq_pro","ES impacts (ton Cseq potential lost)","2007",6.98033148312084,"Production impacts"
"656","Latvia","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-1.35931714136247,"Production impacts"
"657","Malta","cseq_pro","ES impacts (ton Cseq potential lost)","2007",NA,"Production impacts"
"658","Netherlands","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-1.51286493444765,"Production impacts"
"659","Poland","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-1.41583635965039,"Production impacts"
"660","Portugal","cseq_pro","ES impacts (ton Cseq potential lost)","2007",2.87206568050682,"Production impacts"
"661","Romania","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-4.7305388748891,"Production impacts"
"662","Sweden","cseq_pro","ES impacts (ton Cseq potential lost)","2007",18.6588742090072,"Production impacts"
"663","Slovenia","cseq_pro","ES impacts (ton Cseq potential lost)","2007",9.39518800183137,"Production impacts"
"664","Slovak Republic","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-0.71319299615295,"Production impacts"
"665","United Kingdom","cseq_pro","ES impacts (ton Cseq potential lost)","2007",4.48763924718713,"Production impacts"
"666","United States","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-7.24137931034483,"Production impacts"
"667","Japan","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-3.73322528949517,"Production impacts"
"668","China","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-1.60857908847185,"Production impacts"
"669","Canada","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-12.4644209701895,"Production impacts"
"670","Korea, Rep.","cseq_pro","ES impacts (ton Cseq potential lost)","2007",12.0813984215692,"Production impacts"
"671","Brazil","cseq_pro","ES impacts (ton Cseq potential lost)","2007",5.69105691056911,"Production impacts"
"672","India","cseq_pro","ES impacts (ton Cseq potential lost)","2007",9.52380952380952,"Production impacts"
"673","Mexico","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-3.41999041295448,"Production impacts"
"674","Russian Federation","cseq_pro","ES impacts (ton Cseq potential lost)","2007",7.89473684210526,"Production impacts"
"675","Australia","cseq_pro","ES impacts (ton Cseq potential lost)","2007",1.78212126081783,"Production impacts"
"676","Switzerland","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-22.6579601437382,"Production impacts"
"677","Turkey","cseq_pro","ES impacts (ton Cseq potential lost)","2007",3.30497381079673,"Production impacts"
"678","Taiwan","cseq_pro","ES impacts (ton Cseq potential lost)","2007",0.0690141161231343,"Production impacts"
"679","Norway","cseq_pro","ES impacts (ton Cseq potential lost)","2007",14.2022057489587,"Production impacts"
"680","Indonesia","cseq_pro","ES impacts (ton Cseq potential lost)","2007",14,"Production impacts"
"681","South Africa","cseq_pro","ES impacts (ton Cseq potential lost)","2007",5.80743634521146,"Production impacts"
"682","RoW Asia and Pacific","cseq_pro","ES impacts (ton Cseq potential lost)","2007",1.02739726027397,"Production impacts"
"683","RoW America","cseq_pro","ES impacts (ton Cseq potential lost)","2007",7.27272727272727,"Production impacts"
"684","RoW Europe","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-1.04830624452065,"Production impacts"
"685","RoW Africa","cseq_pro","ES impacts (ton Cseq potential lost)","2007",8.47953216374269,"Production impacts"
"686","RoW Middle East","cseq_pro","ES impacts (ton Cseq potential lost)","2007",-17.0842194317232,"Production impacts"
"687","Austria","bio_pro","Biodiversity impacts (bird sp lost)","2008",4.78303563527341,"Production impacts"
"688","Belgium","bio_pro","Biodiversity impacts (bird sp lost)","2008",0.465930046252912,"Production impacts"
"689","Bulgaria","bio_pro","Biodiversity impacts (bird sp lost)","2008",14.6125620762235,"Production impacts"
"690","Cyprus","bio_pro","Biodiversity impacts (bird sp lost)","2008",-25.8536585365854,"Production impacts"
"691","Czech Republic","bio_pro","Biodiversity impacts (bird sp lost)","2008",2.6126119520627,"Production impacts"
"692","Germany","bio_pro","Biodiversity impacts (bird sp lost)","2008",0.00465942646079219,"Production impacts"
"693","Denmark","bio_pro","Biodiversity impacts (bird sp lost)","2008",1.82593095724492,"Production impacts"
"694","Estonia","bio_pro","Biodiversity impacts (bird sp lost)","2008",-35.5051665263896,"Production impacts"
"695","Spain","bio_pro","Biodiversity impacts (bird sp lost)","2008",1.03640952472201,"Production impacts"
"696","Finland","bio_pro","Biodiversity impacts (bird sp lost)","2008",-0.7803089105607,"Production impacts"
"697","France","bio_pro","Biodiversity impacts (bird sp lost)","2008",4.00758822923731,"Production impacts"
"698","Greece","bio_pro","Biodiversity impacts (bird sp lost)","2008",-5.75831591288065,"Production impacts"
"699","Croatia","bio_pro","Biodiversity impacts (bird sp lost)","2008",15.351037283234,"Production impacts"
"700","Hungary","bio_pro","Biodiversity impacts (bird sp lost)","2008",0.909803338834961,"Production impacts"
"701","Ireland","bio_pro","Biodiversity impacts (bird sp lost)","2008",5.49539517245529,"Production impacts"
"702","Italy","bio_pro","Biodiversity impacts (bird sp lost)","2008",-10.3083355793643,"Production impacts"
"703","Lithuania","bio_pro","Biodiversity impacts (bird sp lost)","2008",-16.6918926076737,"Production impacts"
"704","Luxembourg","bio_pro","Biodiversity impacts (bird sp lost)","2008",10.377358490566,"Production impacts"
"705","Latvia","bio_pro","Biodiversity impacts (bird sp lost)","2008",-5.55693820731755,"Production impacts"
"706","Malta","bio_pro","Biodiversity impacts (bird sp lost)","2008",NA,"Production impacts"
"707","Netherlands","bio_pro","Biodiversity impacts (bird sp lost)","2008",10.0247757268329,"Production impacts"
"708","Poland","bio_pro","Biodiversity impacts (bird sp lost)","2008",7.13243053858776,"Production impacts"
"709","Portugal","bio_pro","Biodiversity impacts (bird sp lost)","2008",-14.0384440615695,"Production impacts"
"710","Romania","bio_pro","Biodiversity impacts (bird sp lost)","2008",-3.6493270191671,"Production impacts"
"711","Sweden","bio_pro","Biodiversity impacts (bird sp lost)","2008",-0.297876536633736,"Production impacts"
"712","Slovenia","bio_pro","Biodiversity impacts (bird sp lost)","2008",23.1566369604336,"Production impacts"
"713","Slovak Republic","bio_pro","Biodiversity impacts (bird sp lost)","2008",13.3503066888955,"Production impacts"
"714","United Kingdom","bio_pro","Biodiversity impacts (bird sp lost)","2008",4.29600914050449,"Production impacts"
"715","United States","bio_pro","Biodiversity impacts (bird sp lost)","2008",-8.99520901099896,"Production impacts"
"716","Japan","bio_pro","Biodiversity impacts (bird sp lost)","2008",-2.78358160365195,"Production impacts"
"717","China","bio_pro","Biodiversity impacts (bird sp lost)","2008",1.44528928041141,"Production impacts"
"718","Canada","bio_pro","Biodiversity impacts (bird sp lost)","2008",-15.839965359295,"Production impacts"
"719","Korea, Rep.","bio_pro","Biodiversity impacts (bird sp lost)","2008",5.89428461283971,"Production impacts"
"720","Brazil","bio_pro","Biodiversity impacts (bird sp lost)","2008",5.93456126752186,"Production impacts"
"721","India","bio_pro","Biodiversity impacts (bird sp lost)","2008",-0.789949079845331,"Production impacts"
"722","Mexico","bio_pro","Biodiversity impacts (bird sp lost)","2008",-1.52000050944102,"Production impacts"
"723","Russian Federation","bio_pro","Biodiversity impacts (bird sp lost)","2008",7.03176213442521,"Production impacts"
"724","Australia","bio_pro","Biodiversity impacts (bird sp lost)","2008",-4.38784964546995,"Production impacts"
"725","Switzerland","bio_pro","Biodiversity impacts (bird sp lost)","2008",-8.62343735352342,"Production impacts"
"726","Turkey","bio_pro","Biodiversity impacts (bird sp lost)","2008",-8.42876924183497,"Production impacts"
"727","Taiwan","bio_pro","Biodiversity impacts (bird sp lost)","2008",-0.263395206910868,"Production impacts"
"728","Norway","bio_pro","Biodiversity impacts (bird sp lost)","2008",23.3622742757228,"Production impacts"
"729","Indonesia","bio_pro","Biodiversity impacts (bird sp lost)","2008",10.2137426198038,"Production impacts"
"730","South Africa","bio_pro","Biodiversity impacts (bird sp lost)","2008",-1.51502004086495,"Production impacts"
"731","RoW Asia and Pacific","bio_pro","Biodiversity impacts (bird sp lost)","2008",2.92599920369769,"Production impacts"
"732","RoW America","bio_pro","Biodiversity impacts (bird sp lost)","2008",4.10900824810212,"Production impacts"
"733","RoW Europe","bio_pro","Biodiversity impacts (bird sp lost)","2008",11.8186496924863,"Production impacts"
"734","RoW Africa","bio_pro","Biodiversity impacts (bird sp lost)","2008",5.58024793025943,"Production impacts"
"735","RoW Middle East","bio_pro","Biodiversity impacts (bird sp lost)","2008",2.36311166763214,"Production impacts"
"736","Austria","cseq_pro","ES impacts (ton Cseq potential lost)","2008",23.6985984673607,"Production impacts"
"737","Belgium","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-0.851199203796659,"Production impacts"
"738","Bulgaria","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-4.07980356667543,"Production impacts"
"739","Cyprus","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-9.96736836025564,"Production impacts"
"740","Czech Republic","cseq_pro","ES impacts (ton Cseq potential lost)","2008",0.414104178792456,"Production impacts"
"741","Germany","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-3.16150881413638,"Production impacts"
"742","Denmark","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-2.75846916768176,"Production impacts"
"743","Estonia","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-32.8761222894582,"Production impacts"
"744","Spain","cseq_pro","ES impacts (ton Cseq potential lost)","2008",12.3743701109808,"Production impacts"
"745","Finland","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-3.37465594496848,"Production impacts"
"746","France","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-7.18025286987913,"Production impacts"
"747","Greece","cseq_pro","ES impacts (ton Cseq potential lost)","2008",2.51323429809736,"Production impacts"
"748","Croatia","cseq_pro","ES impacts (ton Cseq potential lost)","2008",23.949150779747,"Production impacts"
"749","Hungary","cseq_pro","ES impacts (ton Cseq potential lost)","2008",0.99042404314684,"Production impacts"
"750","Ireland","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-5.94815031299415,"Production impacts"
"751","Italy","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-5.030939406912,"Production impacts"
"752","Lithuania","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-15.6920022035602,"Production impacts"
"753","Luxembourg","cseq_pro","ES impacts (ton Cseq potential lost)","2008",15.7803284369904,"Production impacts"
"754","Latvia","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-17.200220463289,"Production impacts"
"755","Malta","cseq_pro","ES impacts (ton Cseq potential lost)","2008",NA,"Production impacts"
"756","Netherlands","cseq_pro","ES impacts (ton Cseq potential lost)","2008",0.540694975944574,"Production impacts"
"757","Poland","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-2.68237145592522,"Production impacts"
"758","Portugal","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-2.28194154403402,"Production impacts"
"759","Romania","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-8.43628823489996,"Production impacts"
"760","Sweden","cseq_pro","ES impacts (ton Cseq potential lost)","2008",9.90621883364085,"Production impacts"
"761","Slovenia","cseq_pro","ES impacts (ton Cseq potential lost)","2008",11.881232883455,"Production impacts"
"762","Slovak Republic","cseq_pro","ES impacts (ton Cseq potential lost)","2008",5.31650666403882,"Production impacts"
"763","United Kingdom","cseq_pro","ES impacts (ton Cseq potential lost)","2008",3.60416027161387,"Production impacts"
"764","United States","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-11.0344827586207,"Production impacts"
"765","Japan","cseq_pro","ES impacts (ton Cseq potential lost)","2008",-3.45527922625114,"Production impacts"
