"","WR","type","base","year","value","impacts"
"5521","Croatia","pop","ES impacts (ton Cseq potential lost)","2003",0.316312697695436,"Consumption impacts"
"6011","Croatia","gdp_cap","Biodiversity impacts (bird sp lost)","2004",19.2528101040946,"Consumption impacts"
"6501","Croatia","pop","Biodiversity impacts (bird sp lost)","2004",0.293718933574333,"Consumption impacts"
"6991","Croatia","gdp_cap","ES impacts (ton Cseq potential lost)","2004",19.2528101040946,"Consumption impacts"
"7481","Croatia","pop","ES impacts (ton Cseq potential lost)","2004",0.293718933574333,"Consumption impacts"
"7971","Croatia","gdp_cap","Biodiversity impacts (bird sp lost)","2005",24.1344138829987,"Consumption impacts"
"8461","Croatia","pop","Biodiversity impacts (bird sp lost)","2005",0.361500225937641,"Consumption impacts"
"8951","Croatia","gdp_cap","ES impacts (ton Cseq potential lost)","2005",24.1344138829987,"Consumption impacts"
"9441","Croatia","pop","ES impacts (ton Cseq potential lost)","2005",0.361500225937641,"Consumption impacts"
"9931","Croatia","gdp_cap","Biodiversity impacts (bird sp lost)","2006",30.133074404257,"Consumption impacts"
"10421","Croatia","pop","Biodiversity impacts (bird sp lost)","2006",0.316312697695436,"Consumption impacts"
"10911","Croatia","gdp_cap","ES impacts (ton Cseq potential lost)","2006",30.133074404257,"Consumption impacts"
"11401","Croatia","pop","ES impacts (ton Cseq potential lost)","2006",0.316312697695436,"Consumption impacts"
"11891","Croatia","gdp_cap","Biodiversity impacts (bird sp lost)","2007",36.958421635013,"Consumption impacts"
"12381","Croatia","pop","Biodiversity impacts (bird sp lost)","2007",0.225937641211026,"Consumption impacts"
"12871","Croatia","gdp_cap","ES impacts (ton Cseq potential lost)","2007",36.958421635013,"Consumption impacts"
"13361","Croatia","pop","ES impacts (ton Cseq potential lost)","2007",0.225937641211026,"Consumption impacts"
"13851","Croatia","gdp_cap","Biodiversity impacts (bird sp lost)","2008",39.8173556518461,"Consumption impacts"
"14341","Croatia","pop","Biodiversity impacts (bird sp lost)","2008",0.192227745142341,"Consumption impacts"
"14831","Croatia","gdp_cap","ES impacts (ton Cseq potential lost)","2008",39.8173556518461,"Consumption impacts"
"15321","Croatia","pop","ES impacts (ton Cseq potential lost)","2008",0.192227745142341,"Consumption impacts"
"15811","Croatia","gdp_cap","Biodiversity impacts (bird sp lost)","2009",29.6524851350552,"Consumption impacts"
"16301","Croatia","pop","Biodiversity impacts (bird sp lost)","2009",0.0695436059647537,"Consumption impacts"
"16791","Croatia","gdp_cap","ES impacts (ton Cseq potential lost)","2009",29.6524851350552,"Consumption impacts"
"17281","Croatia","pop","ES impacts (ton Cseq potential lost)","2009",0.0695436059647537,"Consumption impacts"
"17771","Croatia","gdp_cap","Biodiversity impacts (bird sp lost)","2010",27.772821829881,"Consumption impacts"
"18261","Croatia","pop","Biodiversity impacts (bird sp lost)","2010",-0.185698147311342,"Consumption impacts"
"18751","Croatia","gdp_cap","ES impacts (ton Cseq potential lost)","2010",27.772821829881,"Consumption impacts"
"19241","Croatia","pop","ES impacts (ton Cseq potential lost)","2010",-0.185698147311342,"Consumption impacts"
"19731","Croatia","gdp_cap","Biodiversity impacts (bird sp lost)","2011",31.4958676995058,"Consumption impacts"
"20221","Croatia","pop","Biodiversity impacts (bird sp lost)","2011",-3.28463624039765,"Consumption impacts"
"20711","Croatia","gdp_cap","ES impacts (ton Cseq potential lost)","2011",31.4958676995058,"Consumption impacts"
"21201","Croatia","pop","ES impacts (ton Cseq potential lost)","2011",-3.28463624039765,"Consumption impacts"
"21691","Croatia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2001",7.82118774333062,"Consumption impacts"
"22181","Croatia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2001",-1.32890241139687,"Consumption impacts"
"22671","Croatia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2002",29.3584364051535,"Consumption impacts"
"23161","Croatia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2002",6.56473031772695,"Consumption impacts"
"23651","Croatia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2003",11.5171363106487,"Consumption impacts"
"24141","Croatia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2003",1.51378691907309,"Consumption impacts"
"24631","Croatia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2004",35.9800386666632,"Consumption impacts"
"25121","Croatia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2004",-1.57727849045293,"Consumption impacts"
"25611","Croatia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2005",28.1577056112026,"Consumption impacts"
"26101","Croatia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2005",-2.62707249959853,"Consumption impacts"
"26591","Croatia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2006",6.34857191727815,"Consumption impacts"
"27081","Croatia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2006",-4.53655977183264,"Consumption impacts"
"27571","Croatia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2007",-1.82428620781192,"Consumption impacts"
"28061","Croatia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2007",-16.4143950894758,"Consumption impacts"
"28551","Croatia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2008",14.6385502018435,"Consumption impacts"
"29041","Croatia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2008",-7.27770166963633,"Consumption impacts"
"29531","Croatia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2009",-0.396280405081808,"Consumption impacts"
"30021","Croatia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2009",-3.51931272066003,"Consumption impacts"
"30511","Croatia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2010",-10.0451756539318,"Consumption impacts"
"31001","Croatia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2010",-3.9897532511881,"Consumption impacts"
"31491","Croatia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2011",-13.8080192157851,"Consumption impacts"
"31981","Croatia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2011",1.46567668947159,"Consumption impacts"
"4100","Cyprus","gdp_cap","Biodiversity impacts (bird sp lost)","2001",2.05708744337246,"Consumption impacts"
"5310","Cyprus","pop","Biodiversity impacts (bird sp lost)","2001",1.92878731499533,"Consumption impacts"
"10210","Cyprus","gdp_cap","ES impacts (ton Cseq potential lost)","2001",2.05708744337246,"Consumption impacts"
"15110","Cyprus","pop","ES impacts (ton Cseq potential lost)","2001",1.92878731499533,"Consumption impacts"
"20010","Cyprus","gdp_cap","Biodiversity impacts (bird sp lost)","2002",2.23527641841639,"Consumption impacts"
"24910","Cyprus","pop","Biodiversity impacts (bird sp lost)","2002",3.87898910935908,"Consumption impacts"
"29810","Cyprus","gdp_cap","ES impacts (ton Cseq potential lost)","2002",2.23527641841639,"Consumption impacts"
"3471","Cyprus","pop","ES impacts (ton Cseq potential lost)","2002",3.87898910935908,"Consumption impacts"
"3961","Cyprus","gdp_cap","Biodiversity impacts (bird sp lost)","2003",2.30559242730549,"Consumption impacts"
"4451","Cyprus","pop","Biodiversity impacts (bird sp lost)","2003",5.81530329581559,"Consumption impacts"
"4941","Cyprus","gdp_cap","ES impacts (ton Cseq potential lost)","2003",2.30559242730549,"Consumption impacts"
"5431","Cyprus","pop","ES impacts (ton Cseq potential lost)","2003",5.81530329581559,"Consumption impacts"
"5921","Cyprus","gdp_cap","Biodiversity impacts (bird sp lost)","2004",4.77208196244485,"Consumption impacts"
"6411","Cyprus","pop","Biodiversity impacts (bird sp lost)","2004",7.68938827737476,"Consumption impacts"
"6901","Cyprus","gdp_cap","ES impacts (ton Cseq potential lost)","2004",4.77208196244485,"Consumption impacts"
"7391","Cyprus","pop","ES impacts (ton Cseq potential lost)","2004",7.68938827737476,"Consumption impacts"
"7881","Cyprus","gdp_cap","Biodiversity impacts (bird sp lost)","2005",7.10094229315809,"Consumption impacts"
"8371","Cyprus","pop","Biodiversity impacts (bird sp lost)","2005",9.46679006495372,"Consumption impacts"
"8861","Cyprus","gdp_cap","ES impacts (ton Cseq potential lost)","2005",7.10094229315809,"Consumption impacts"
"9351","Cyprus","pop","ES impacts (ton Cseq potential lost)","2005",9.46679006495372,"Consumption impacts"
"9841","Cyprus","gdp_cap","Biodiversity impacts (bird sp lost)","2006",9.84605337278816,"Consumption impacts"
"10331","Cyprus","pop","Biodiversity impacts (bird sp lost)","2006",11.1341511120157,"Consumption impacts"
"10821","Cyprus","gdp_cap","ES impacts (ton Cseq potential lost)","2006",9.84605337278816,"Consumption impacts"
"11311","Cyprus","pop","ES impacts (ton Cseq potential lost)","2006",11.1341511120157,"Consumption impacts"
"11801","Cyprus","gdp_cap","Biodiversity impacts (bird sp lost)","2007",13.8761236136822,"Consumption impacts"
"12291","Cyprus","pop","Biodiversity impacts (bird sp lost)","2007",12.701118535504,"Consumption impacts"
"12781","Cyprus","gdp_cap","ES impacts (ton Cseq potential lost)","2007",13.8761236136822,"Consumption impacts"
"13271","Cyprus","pop","ES impacts (ton Cseq potential lost)","2007",12.701118535504,"Consumption impacts"
"13761","Cyprus","gdp_cap","Biodiversity impacts (bird sp lost)","2008",16.4727895973385,"Consumption impacts"
"14251","Cyprus","pop","Biodiversity impacts (bird sp lost)","2008",14.1846542992748,"Consumption impacts"
"14741","Cyprus","gdp_cap","ES impacts (ton Cseq potential lost)","2008",16.4727895973385,"Consumption impacts"
"15231","Cyprus","pop","ES impacts (ton Cseq potential lost)","2008",14.1846542992748,"Consumption impacts"
"15721","Cyprus","gdp_cap","Biodiversity impacts (bird sp lost)","2009",13.1181496233542,"Consumption impacts"
"16211","Cyprus","pop","Biodiversity impacts (bird sp lost)","2009",15.6120035577719,"Consumption impacts"
"16701","Cyprus","gdp_cap","ES impacts (ton Cseq potential lost)","2009",13.1181496233542,"Consumption impacts"
"17191","Cyprus","pop","ES impacts (ton Cseq potential lost)","2009",15.6120035577719,"Consumption impacts"
"17681","Cyprus","gdp_cap","Biodiversity impacts (bird sp lost)","2010",13.2252724398823,"Consumption impacts"
"18171","Cyprus","pop","Biodiversity impacts (bird sp lost)","2010",17.0041567412675,"Consumption impacts"
"18661","Cyprus","gdp_cap","ES impacts (ton Cseq potential lost)","2010",13.2252724398823,"Consumption impacts"
"19151","Cyprus","pop","ES impacts (ton Cseq potential lost)","2010",17.0041567412675,"Consumption impacts"
"19641","Cyprus","gdp_cap","Biodiversity impacts (bird sp lost)","2011",12.3720860867704,"Consumption impacts"
"20131","Cyprus","pop","Biodiversity impacts (bird sp lost)","2011",18.3640821934364,"Consumption impacts"
"20621","Cyprus","gdp_cap","ES impacts (ton Cseq potential lost)","2011",12.3720860867704,"Consumption impacts"
"21111","Cyprus","pop","ES impacts (ton Cseq potential lost)","2011",18.3640821934364,"Consumption impacts"
"21601","Cyprus","bio_con_gdp","Biodiversity impacts (bird sp lost)","2001",11.1635193717258,"Consumption impacts"
"22091","Cyprus","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2001",1.59962921568798,"Consumption impacts"
"22581","Cyprus","bio_con_gdp","Biodiversity impacts (bird sp lost)","2002",15.2660409426137,"Consumption impacts"
"23071","Cyprus","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2002",-9.65626559054919,"Consumption impacts"
"23561","Cyprus","bio_con_gdp","Biodiversity impacts (bird sp lost)","2003",13.9669580228812,"Consumption impacts"
"24051","Cyprus","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2003",-10.1945626272489,"Consumption impacts"
"24541","Cyprus","bio_con_gdp","Biodiversity impacts (bird sp lost)","2004",-7.32595528469,"Consumption impacts"
"25031","Cyprus","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2004",-35.9408103368321,"Consumption impacts"
"25521","Cyprus","bio_con_gdp","Biodiversity impacts (bird sp lost)","2005",-20.5631134500253,"Consumption impacts"
"26011","Cyprus","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2005",-43.5291144907659,"Consumption impacts"
"26501","Cyprus","bio_con_gdp","Biodiversity impacts (bird sp lost)","2006",-25.7753655900917,"Consumption impacts"
"26991","Cyprus","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2006",-53.2163760262832,"Consumption impacts"
"27481","Cyprus","bio_con_gdp","Biodiversity impacts (bird sp lost)","2007",-32.4720290715318,"Consumption impacts"
"27971","Cyprus","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2007",-61.5953644306873,"Consumption impacts"
"28461","Cyprus","bio_con_gdp","Biodiversity impacts (bird sp lost)","2008",-15.4331010521485,"Consumption impacts"
"28951","Cyprus","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2008",-59.3514221409032,"Consumption impacts"
"29441","Cyprus","bio_con_gdp","Biodiversity impacts (bird sp lost)","2009",-31.339571340774,"Consumption impacts"
"29931","Cyprus","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2009",-57.4129162900452,"Consumption impacts"
"30421","Cyprus","bio_con_gdp","Biodiversity impacts (bird sp lost)","2010",-27.4428145398258,"Consumption impacts"
"30911","Cyprus","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2010",-59.994840458691,"Consumption impacts"
"31401","Cyprus","bio_con_gdp","Biodiversity impacts (bird sp lost)","2011",-39.0408112748226,"Consumption impacts"
"31891","Cyprus","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2011",-69.5316025861333,"Consumption impacts"
"5100","Czech Republic","gdp_cap","Biodiversity impacts (bird sp lost)","2001",3.64449611287725,"Consumption impacts"
"5410","Czech Republic","pop","Biodiversity impacts (bird sp lost)","2001",-0.375014761001468,"Consumption impacts"
"10310","Czech Republic","gdp_cap","ES impacts (ton Cseq potential lost)","2001",3.64449611287725,"Consumption impacts"
"15210","Czech Republic","pop","ES impacts (ton Cseq potential lost)","2001",-0.375014761001468,"Consumption impacts"
"20110","Czech Republic","gdp_cap","Biodiversity impacts (bird sp lost)","2002",5.71569523432835,"Consumption impacts"
"25010","Czech Republic","pop","Biodiversity impacts (bird sp lost)","2002",-0.567007730717988,"Consumption impacts"
"29910","Czech Republic","gdp_cap","ES impacts (ton Cseq potential lost)","2002",5.71569523432835,"Consumption impacts"
"3481","Czech Republic","pop","ES impacts (ton Cseq potential lost)","2002",-0.567007730717988,"Consumption impacts"
"3971","Czech Republic","gdp_cap","Biodiversity impacts (bird sp lost)","2003",9.48917570314757,"Consumption impacts"
"4461","Czech Republic","pop","Biodiversity impacts (bird sp lost)","2003",-0.595461968395513,"Consumption impacts"
"4951","Czech Republic","gdp_cap","ES impacts (ton Cseq potential lost)","2003",9.48917570314757,"Consumption impacts"
"5441","Czech Republic","pop","ES impacts (ton Cseq potential lost)","2003",-0.595461968395513,"Consumption impacts"
"5931","Czech Republic","gdp_cap","Biodiversity impacts (bird sp lost)","2004",14.6012187508569,"Consumption impacts"
"6421","Czech Republic","pop","Biodiversity impacts (bird sp lost)","2004",-0.56520374375077,"Consumption impacts"
"6911","Czech Republic","gdp_cap","ES impacts (ton Cseq potential lost)","2004",14.6012187508569,"Consumption impacts"
"7401","Czech Republic","pop","ES impacts (ton Cseq potential lost)","2004",-0.56520374375077,"Consumption impacts"
"7891","Czech Republic","gdp_cap","Biodiversity impacts (bird sp lost)","2005",21.9166209227734,"Consumption impacts"
"8381","Czech Republic","pop","Biodiversity impacts (bird sp lost)","2005",-0.427564413792485,"Consumption impacts"
"8871","Czech Republic","gdp_cap","ES impacts (ton Cseq potential lost)","2005",21.9166209227734,"Consumption impacts"
"9361","Czech Republic","pop","ES impacts (ton Cseq potential lost)","2005",-0.427564413792485,"Consumption impacts"
"9851","Czech Republic","gdp_cap","Biodiversity impacts (bird sp lost)","2006",29.9722276579289,"Consumption impacts"
"10341","Czech Republic","pop","Biodiversity impacts (bird sp lost)","2006",-0.157561196844915,"Consumption impacts"
"10831","Czech Republic","gdp_cap","ES impacts (ton Cseq potential lost)","2006",29.9722276579289,"Consumption impacts"
"11321","Czech Republic","pop","ES impacts (ton Cseq potential lost)","2006",-0.157561196844915,"Consumption impacts"
"11811","Czech Republic","gdp_cap","Biodiversity impacts (bird sp lost)","2007",36.1630898963161,"Consumption impacts"
"12301","Czech Republic","pop","Biodiversity impacts (bird sp lost)","2007",0.426764808758366,"Consumption impacts"
"12791","Czech Republic","gdp_cap","ES impacts (ton Cseq potential lost)","2007",36.1630898963161,"Consumption impacts"
"13281","Czech Republic","pop","ES impacts (ton Cseq potential lost)","2007",0.426764808758366,"Consumption impacts"
"13771","Czech Republic","gdp_cap","Biodiversity impacts (bird sp lost)","2008",38.7129211144794,"Consumption impacts"
"14261","Czech Republic","pop","Biodiversity impacts (bird sp lost)","2008",1.26318092828879,"Consumption impacts"
"14751","Czech Republic","gdp_cap","ES impacts (ton Cseq potential lost)","2008",38.7129211144794,"Consumption impacts"
"15241","Czech Republic","pop","ES impacts (ton Cseq potential lost)","2008",1.26318092828879,"Consumption impacts"
"15731","Czech Republic","gdp_cap","Biodiversity impacts (bird sp lost)","2009",31.5310111365659,"Consumption impacts"
"16221","Czech Republic","pop","Biodiversity impacts (bird sp lost)","2009",1.84175367815878,"Consumption impacts"
"16711","Czech Republic","gdp_cap","ES impacts (ton Cseq potential lost)","2009",31.5310111365659,"Consumption impacts"
"17201","Czech Republic","pop","ES impacts (ton Cseq potential lost)","2009",1.84175367815878,"Consumption impacts"
"17691","Czech Republic","gdp_cap","Biodiversity impacts (bird sp lost)","2010",33.8805949729577,"Consumption impacts"
"18181","Czech Republic","pop","Biodiversity impacts (bird sp lost)","2010",2.13891421242366,"Consumption impacts"
"18671","Czech Republic","gdp_cap","ES impacts (ton Cseq potential lost)","2010",33.8805949729577,"Consumption impacts"
"19161","Czech Republic","pop","ES impacts (ton Cseq potential lost)","2010",2.13891421242366,"Consumption impacts"
"19651","Czech Republic","gdp_cap","Biodiversity impacts (bird sp lost)","2011",36.3306999003642,"Consumption impacts"
"20141","Czech Republic","pop","Biodiversity impacts (bird sp lost)","2011",2.350302479858,"Consumption impacts"
"20631","Czech Republic","gdp_cap","ES impacts (ton Cseq potential lost)","2011",36.3306999003642,"Consumption impacts"
"21121","Czech Republic","pop","ES impacts (ton Cseq potential lost)","2011",2.350302479858,"Consumption impacts"
"21611","Czech Republic","bio_con_gdp","Biodiversity impacts (bird sp lost)","2001",9.54261860345165,"Consumption impacts"
"22101","Czech Republic","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2001",-2.84373167497337,"Consumption impacts"
"22591","Czech Republic","bio_con_gdp","Biodiversity impacts (bird sp lost)","2002",13.1000181446547,"Consumption impacts"
"23081","Czech Republic","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2002",-0.45232351119187,"Consumption impacts"
"23571","Czech Republic","bio_con_gdp","Biodiversity impacts (bird sp lost)","2003",8.37276241660923,"Consumption impacts"
"24061","Czech Republic","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2003",-4.81656232374692,"Consumption impacts"
"24551","Czech Republic","bio_con_gdp","Biodiversity impacts (bird sp lost)","2004",16.2514445597995,"Consumption impacts"
"25041","Czech Republic","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2004",-8.49634538939546,"Consumption impacts"
"25531","Czech Republic","bio_con_gdp","Biodiversity impacts (bird sp lost)","2005",27.4588926289207,"Consumption impacts"
"26021","Czech Republic","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2005",-18.150261498779,"Consumption impacts"
"26511","Czech Republic","bio_con_gdp","Biodiversity impacts (bird sp lost)","2006",17.2952093566324,"Consumption impacts"
"27001","Czech Republic","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2006",-21.5248761728733,"Consumption impacts"
"27491","Czech Republic","bio_con_gdp","Biodiversity impacts (bird sp lost)","2007",9.56119569100711,"Consumption impacts"
"27981","Czech Republic","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2007",-25.4472730806658,"Consumption impacts"
"28471","Czech Republic","bio_con_gdp","Biodiversity impacts (bird sp lost)","2008",20.0056216102613,"Consumption impacts"
"28961","Czech Republic","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2008",-28.1044693283187,"Consumption impacts"
"29451","Czech Republic","bio_con_gdp","Biodiversity impacts (bird sp lost)","2009",2.60664220458863,"Consumption impacts"
"29941","Czech Republic","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2009",-28.7524444120912,"Consumption impacts"
"30431","Czech Republic","bio_con_gdp","Biodiversity impacts (bird sp lost)","2010",10.888382767965,"Consumption impacts"
"30921","Czech Republic","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2010",-28.6785916662432,"Consumption impacts"
"31411","Czech Republic","bio_con_gdp","Biodiversity impacts (bird sp lost)","2011",10.0193784607951,"Consumption impacts"
"31901","Czech Republic","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2011",-30.8386691747822,"Consumption impacts"
"7100","Denmark","gdp_cap","Biodiversity impacts (bird sp lost)","2001",0.0891520773972928,"Consumption impacts"
"5610","Denmark","pop","Biodiversity impacts (bird sp lost)","2001",0.358958397008324,"Consumption impacts"
"10510","Denmark","gdp_cap","ES impacts (ton Cseq potential lost)","2001",0.0891520773972928,"Consumption impacts"
"15410","Denmark","pop","ES impacts (ton Cseq potential lost)","2001",0.358958397008324,"Consumption impacts"
"20310","Denmark","gdp_cap","Biodiversity impacts (bird sp lost)","2002",0.660692987003344,"Consumption impacts"
"25210","Denmark","pop","Biodiversity impacts (bird sp lost)","2002",0.680105086208446,"Consumption impacts"
"30110","Denmark","gdp_cap","ES impacts (ton Cseq potential lost)","2002",0.660692987003344,"Consumption impacts"
"3501","Denmark","pop","ES impacts (ton Cseq potential lost)","2002",0.680105086208446,"Consumption impacts"
"3991","Denmark","gdp_cap","Biodiversity impacts (bird sp lost)","2003",0.387257444256203,"Consumption impacts"
"4481","Denmark","pop","Biodiversity impacts (bird sp lost)","2003",0.954338289494975,"Consumption impacts"
"4971","Denmark","gdp_cap","ES impacts (ton Cseq potential lost)","2003",0.387257444256203,"Consumption impacts"
"5461","Denmark","pop","ES impacts (ton Cseq potential lost)","2003",0.954338289494975,"Consumption impacts"
"5951","Denmark","gdp_cap","Biodiversity impacts (bird sp lost)","2004",2.78642902082973,"Consumption impacts"
"6441","Denmark","pop","Biodiversity impacts (bird sp lost)","2004",1.21557430347051,"Consumption impacts"
"6931","Denmark","gdp_cap","ES impacts (ton Cseq potential lost)","2004",2.78642902082973,"Consumption impacts"
"7421","Denmark","pop","ES impacts (ton Cseq potential lost)","2004",1.21557430347051,"Consumption impacts"
"7911","Denmark","gdp_cap","Biodiversity impacts (bird sp lost)","2005",5.15461759674622,"Consumption impacts"
"8401","Denmark","pop","Biodiversity impacts (bird sp lost)","2005",1.49478913839497,"Consumption impacts"
"8891","Denmark","gdp_cap","ES impacts (ton Cseq potential lost)","2005",5.15461759674622,"Consumption impacts"
"9381","Denmark","pop","ES impacts (ton Cseq potential lost)","2005",1.49478913839497,"Consumption impacts"
"9871","Denmark","gdp_cap","Biodiversity impacts (bird sp lost)","2006",8.77298749860431,"Consumption impacts"
"10361","Denmark","pop","Biodiversity impacts (bird sp lost)","2006",1.82889556102911,"Consumption impacts"
"10851","Denmark","gdp_cap","ES impacts (ton Cseq potential lost)","2006",8.77298749860431,"Consumption impacts"
"11341","Denmark","pop","ES impacts (ton Cseq potential lost)","2006",1.82889556102911,"Consumption impacts"
"11831","Denmark","gdp_cap","Biodiversity impacts (bird sp lost)","2007",9.16853996256184,"Consumption impacts"
"12321","Denmark","pop","Biodiversity impacts (bird sp lost)","2007",2.28147492254125,"Consumption impacts"
"12811","Denmark","gdp_cap","ES impacts (ton Cseq potential lost)","2007",9.16853996256184,"Consumption impacts"
"13301","Denmark","pop","ES impacts (ton Cseq potential lost)","2007",2.28147492254125,"Consumption impacts"
"13791","Denmark","gdp_cap","Biodiversity impacts (bird sp lost)","2008",7.65728456377155,"Consumption impacts"
"14281","Denmark","pop","Biodiversity impacts (bird sp lost)","2008",2.88419616691537,"Consumption impacts"
"14771","Denmark","gdp_cap","ES impacts (ton Cseq potential lost)","2008",7.65728456377155,"Consumption impacts"
"15261","Denmark","pop","ES impacts (ton Cseq potential lost)","2008",2.88419616691537,"Consumption impacts"
"15751","Denmark","gdp_cap","Biodiversity impacts (bird sp lost)","2009",1.88036954665014,"Consumption impacts"
"16241","Denmark","pop","Biodiversity impacts (bird sp lost)","2009",3.43618342592426,"Consumption impacts"
"16731","Denmark","gdp_cap","ES impacts (ton Cseq potential lost)","2009",1.88036954665014,"Consumption impacts"
"17221","Denmark","pop","ES impacts (ton Cseq potential lost)","2009",3.43618342592426,"Consumption impacts"
"17711","Denmark","gdp_cap","Biodiversity impacts (bird sp lost)","2010",3.15527152296569,"Consumption impacts"
"18201","Denmark","pop","Biodiversity impacts (bird sp lost)","2010",3.89666597747853,"Consumption impacts"
"18691","Denmark","gdp_cap","ES impacts (ton Cseq potential lost)","2010",3.15527152296569,"Consumption impacts"
"19181","Denmark","pop","ES impacts (ton Cseq potential lost)","2010",3.89666597747853,"Consumption impacts"
"19671","Denmark","gdp_cap","Biodiversity impacts (bird sp lost)","2011",3.59109252369118,"Consumption impacts"
"20161","Denmark","pop","Biodiversity impacts (bird sp lost)","2011",4.3253297615409,"Consumption impacts"
"20651","Denmark","gdp_cap","ES impacts (ton Cseq potential lost)","2011",3.59109252369118,"Consumption impacts"
"21141","Denmark","pop","ES impacts (ton Cseq potential lost)","2011",4.3253297615409,"Consumption impacts"
"21631","Denmark","bio_con_gdp","Biodiversity impacts (bird sp lost)","2001",1.17610535591045,"Consumption impacts"
"22121","Denmark","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2001",-5.7071463817789,"Consumption impacts"
"22611","Denmark","bio_con_gdp","Biodiversity impacts (bird sp lost)","2002",12.6337401172202,"Consumption impacts"
"23101","Denmark","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2002",0.836546730582058,"Consumption impacts"
"23591","Denmark","bio_con_gdp","Biodiversity impacts (bird sp lost)","2003",5.41313394804848,"Consumption impacts"
"24081","Denmark","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2003",0.55225641406852,"Consumption impacts"
"24571","Denmark","bio_con_gdp","Biodiversity impacts (bird sp lost)","2004",2.57152525431716,"Consumption impacts"
"25061","Denmark","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2004",-2.6936739537822,"Consumption impacts"
"25551","Denmark","bio_con_gdp","Biodiversity impacts (bird sp lost)","2005",6.98238317867863,"Consumption impacts"
"26041","Denmark","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2005",6.64737489385847,"Consumption impacts"
"26531","Denmark","bio_con_gdp","Biodiversity impacts (bird sp lost)","2006",6.75038395819137,"Consumption impacts"
"27021","Denmark","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2006",-1.24327971836065,"Consumption impacts"
"27511","Denmark","bio_con_gdp","Biodiversity impacts (bird sp lost)","2007",-2.76237353838651,"Consumption impacts"
"28001","Denmark","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2007",-4.59031390724413,"Consumption impacts"
"28491","Denmark","bio_con_gdp","Biodiversity impacts (bird sp lost)","2008",2.86949602364961,"Consumption impacts"
"28981","Denmark","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2008",-8.49804025799412,"Consumption impacts"
"29471","Denmark","bio_con_gdp","Biodiversity impacts (bird sp lost)","2009",-14.0525364546949,"Consumption impacts"
"29961","Denmark","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2009",-9.07938020043039,"Consumption impacts"
"30451","Denmark","bio_con_gdp","Biodiversity impacts (bird sp lost)","2010",-19.1413651960019,"Consumption impacts"
"30941","Denmark","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2010",-17.4700502204888,"Consumption impacts"
