"","WR","type","base","year","value","impacts"
"1603","India","gdp_cap","Biodiversity impacts (bird sp lost)","2009",63.6267137170284,"Production impacts"
"1652","India","pop","Biodiversity impacts (bird sp lost)","2009",14.1880204147335,"Production impacts"
"1701","India","gdp_cap","ES impacts (ton Cseq potential lost)","2009",63.6267137170284,"Production impacts"
"1750","India","pop","ES impacts (ton Cseq potential lost)","2009",14.1880204147335,"Production impacts"
"1799","India","gdp_cap","Biodiversity impacts (bird sp lost)","2010",78.0998718078156,"Production impacts"
"1848","India","pop","Biodiversity impacts (bird sp lost)","2010",15.6738831436623,"Production impacts"
"1897","India","gdp_cap","ES impacts (ton Cseq potential lost)","2010",78.0998718078156,"Production impacts"
"1946","India","pop","ES impacts (ton Cseq potential lost)","2010",15.6738831436623,"Production impacts"
"1995","India","gdp_cap","Biodiversity impacts (bird sp lost)","2011",87.7066986821085,"Production impacts"
"2044","India","pop","Biodiversity impacts (bird sp lost)","2011",17.1640722329947,"Production impacts"
"2093","India","gdp_cap","ES impacts (ton Cseq potential lost)","2011",87.7066986821085,"Production impacts"
"2142","India","pop","ES impacts (ton Cseq potential lost)","2011",17.1640722329947,"Production impacts"
"2191","India","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2001",-5.28671412344182,"Production impacts"
"2240","India","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2001",-0.411099691675243,"Production impacts"
"2289","India","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2002",-8.97678902417949,"Production impacts"
"2338","India","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2002",-3.57554786620531,"Production impacts"
"2387","India","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2003",-15.4640053255745,"Production impacts"
"2436","India","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2003",-10.6837606837607,"Production impacts"
"2485","India","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2004",-21.5112467254304,"Production impacts"
"2534","India","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2004",-16.7942176870748,"Production impacts"
"2583","India","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2005",-28.3620997246529,"Production impacts"
"2632","India","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2005",-24.0295031055901,"Production impacts"
"2681","India","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2006",-34.35834406911,"Production impacts"
"2730","India","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2006",-30.0047382136934,"Production impacts"
"2779","India","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2007",-40.1841135830738,"Production impacts"
"2828","India","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2007",-33.9380196523054,"Production impacts"
"2877","India","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2008",-42.3801887668971,"Production impacts"
"2926","India","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2008",-35.9950093574548,"Production impacts"
"2975","India","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2009",-46.7940439726279,"Production impacts"
"3024","India","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2009",-40.4713998275366,"Production impacts"
"3073","India","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2010",-51.7338469720226,"Production impacts"
"3122","India","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2010",-45.6812652068127,"Production impacts"
"3171","India","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2011",-54.7451423941143,"Production impacts"
"3220","India","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2011",-48.4981684981685,"Production impacts"
"43","Indonesia","gdp_cap","Biodiversity impacts (bird sp lost)","2001",1.96872311444659,"Production impacts"
"92","Indonesia","pop","Biodiversity impacts (bird sp lost)","2001",1.45098683442547,"Production impacts"
"141","Indonesia","gdp_cap","ES impacts (ton Cseq potential lost)","2001",1.96872311444659,"Production impacts"
"190","Indonesia","pop","ES impacts (ton Cseq potential lost)","2001",1.45098683442547,"Production impacts"
"239","Indonesia","gdp_cap","Biodiversity impacts (bird sp lost)","2002",5.53965063669381,"Production impacts"
"288","Indonesia","pop","Biodiversity impacts (bird sp lost)","2002",2.9193189477997,"Production impacts"
"337","Indonesia","gdp_cap","ES impacts (ton Cseq potential lost)","2002",5.53965063669381,"Production impacts"
"386","Indonesia","pop","ES impacts (ton Cseq potential lost)","2002",2.9193189477997,"Production impacts"
"435","Indonesia","gdp_cap","Biodiversity impacts (bird sp lost)","2003",8.99042209893253,"Production impacts"
"484","Indonesia","pop","Biodiversity impacts (bird sp lost)","2003",4.40651688180808,"Production impacts"
"533","Indonesia","gdp_cap","ES impacts (ton Cseq potential lost)","2003",8.99042209893253,"Production impacts"
"582","Indonesia","pop","ES impacts (ton Cseq potential lost)","2003",4.40651688180808,"Production impacts"
"631","Indonesia","gdp_cap","Biodiversity impacts (bird sp lost)","2004",12.3235292461015,"Production impacts"
"680","Indonesia","pop","Biodiversity impacts (bird sp lost)","2004",5.91326504772228,"Production impacts"
"729","Indonesia","gdp_cap","ES impacts (ton Cseq potential lost)","2004",12.3235292461015,"Production impacts"
"778","Indonesia","pop","ES impacts (ton Cseq potential lost)","2004",5.91326504772228,"Production impacts"
"827","Indonesia","gdp_cap","Biodiversity impacts (bird sp lost)","2005",17.1478584596441,"Production impacts"
"876","Indonesia","pop","Biodiversity impacts (bird sp lost)","2005",7.43864260128586,"Production impacts"
"925","Indonesia","gdp_cap","ES impacts (ton Cseq potential lost)","2005",17.1478584596441,"Production impacts"
"974","Indonesia","pop","ES impacts (ton Cseq potential lost)","2005",7.43864260128586,"Production impacts"
"1023","Indonesia","gdp_cap","Biodiversity impacts (bird sp lost)","2006",21.8147431382523,"Production impacts"
"1072","Indonesia","pop","Biodiversity impacts (bird sp lost)","2006",8.98403368053916,"Production impacts"
"1121","Indonesia","gdp_cap","ES impacts (ton Cseq potential lost)","2006",21.8147431382523,"Production impacts"
"1170","Indonesia","pop","ES impacts (ton Cseq potential lost)","2006",8.98403368053916,"Production impacts"
"1219","Indonesia","gdp_cap","Biodiversity impacts (bird sp lost)","2007",27.8921500906124,"Production impacts"
"1268","Indonesia","pop","Biodiversity impacts (bird sp lost)","2007",10.5457295421646,"Production impacts"
"1317","Indonesia","gdp_cap","ES impacts (ton Cseq potential lost)","2007",27.8921500906124,"Production impacts"
"1366","Indonesia","pop","ES impacts (ton Cseq potential lost)","2007",10.5457295421646,"Production impacts"
"1415","Indonesia","gdp_cap","Biodiversity impacts (bird sp lost)","2008",33.7958413862253,"Production impacts"
"1464","Indonesia","pop","Biodiversity impacts (bird sp lost)","2008",12.1111078235971,"Production impacts"
"1513","Indonesia","gdp_cap","ES impacts (ton Cseq potential lost)","2008",33.7958413862253,"Production impacts"
"1562","Indonesia","pop","ES impacts (ton Cseq potential lost)","2008",12.1111078235971,"Production impacts"
"1611","Indonesia","gdp_cap","Biodiversity impacts (bird sp lost)","2009",38.0360856373448,"Production impacts"
"1660","Indonesia","pop","Biodiversity impacts (bird sp lost)","2009",13.6634315582841,"Production impacts"
"1709","Indonesia","gdp_cap","ES impacts (ton Cseq potential lost)","2009",38.0360856373448,"Production impacts"
"1758","Indonesia","pop","ES impacts (ton Cseq potential lost)","2009",13.6634315582841,"Production impacts"
"1807","Indonesia","gdp_cap","Biodiversity impacts (bird sp lost)","2010",44.439023519835,"Production impacts"
"1856","Indonesia","pop","Biodiversity impacts (bird sp lost)","2010",15.1899994131293,"Production impacts"
"1905","Indonesia","gdp_cap","ES impacts (ton Cseq potential lost)","2010",44.439023519835,"Production impacts"
"1954","Indonesia","pop","ES impacts (ton Cseq potential lost)","2010",15.1899994131293,"Production impacts"
"2003","Indonesia","gdp_cap","Biodiversity impacts (bird sp lost)","2011",52.1918843692603,"Production impacts"
"2052","Indonesia","pop","Biodiversity impacts (bird sp lost)","2011",16.6857271217417,"Production impacts"
"2101","Indonesia","gdp_cap","ES impacts (ton Cseq potential lost)","2011",52.1918843692603,"Production impacts"
"2150","Indonesia","pop","ES impacts (ton Cseq potential lost)","2011",16.6857271217417,"Production impacts"
"2199","Indonesia","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2001",-3.47854198652989,"Production impacts"
"2248","Indonesia","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2001",1.82222222222223,"Production impacts"
"2297","Indonesia","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2002",-5.7969297807588,"Production impacts"
"2346","Indonesia","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2002",1.26984126984127,"Production impacts"
"2395","Indonesia","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2003",-5.89747844586199,"Production impacts"
"2444","Indonesia","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2003",0.767676767676771,"Production impacts"
"2493","Indonesia","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2004",-6.48960980649669,"Production impacts"
"2542","Indonesia","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2004",-0.251207729468597,"Production impacts"
"2591","Indonesia","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2005",-16.2864101264395,"Production impacts"
"2640","Indonesia","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2005",-11.013698630137,"Production impacts"
"2689","Indonesia","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2006",-20.2531287620319,"Production impacts"
"2738","Indonesia","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2006",-15.1341991341991,"Production impacts"
"2787","Indonesia","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2007",-24.2962707845737,"Production impacts"
"2836","Indonesia","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2007",-19.3658536585366,"Production impacts"
"2885","Indonesia","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2008",-26.5241715867975,"Production impacts"
"2934","Indonesia","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2008",-20.4444444444444,"Production impacts"
"2983","Indonesia","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2009",-29.026205074142,"Production impacts"
"3032","Indonesia","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2009",-24.3663003663004,"Production impacts"
"3081","Indonesia","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2010",-31.3450256463526,"Production impacts"
"3130","Indonesia","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2010",-25.4715025906736,"Production impacts"
"3179","Indonesia","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2011",-35.255180058895,"Production impacts"
"3228","Indonesia","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2011",-28.6731391585761,"Production impacts"
"15","Ireland","gdp_cap","Biodiversity impacts (bird sp lost)","2001",3.43551133647082,"Production impacts"
"64","Ireland","pop","Biodiversity impacts (bird sp lost)","2001",1.60489375781502,"Production impacts"
"113","Ireland","gdp_cap","ES impacts (ton Cseq potential lost)","2001",3.43551133647082,"Production impacts"
"162","Ireland","pop","ES impacts (ton Cseq potential lost)","2001",1.60489375781502,"Production impacts"
"211","Ireland","gdp_cap","Biodiversity impacts (bird sp lost)","2002",7.87113832564748,"Production impacts"
"260","Ireland","pop","Biodiversity impacts (bird sp lost)","2002",3.33159534885921,"Production impacts"
"309","Ireland","gdp_cap","ES impacts (ton Cseq potential lost)","2002",7.87113832564748,"Production impacts"
"358","Ireland","pop","ES impacts (ton Cseq potential lost)","2002",3.33159534885921,"Production impacts"
"407","Ireland","gdp_cap","Biodiversity impacts (bird sp lost)","2003",9.16043910720011,"Production impacts"
"456","Ireland","pop","Biodiversity impacts (bird sp lost)","2003",5.02860053180223,"Production impacts"
"505","Ireland","gdp_cap","ES impacts (ton Cseq potential lost)","2003",9.16043910720011,"Production impacts"
"554","Ireland","pop","ES impacts (ton Cseq potential lost)","2003",5.02860053180223,"Production impacts"
"603","Ireland","gdp_cap","Biodiversity impacts (bird sp lost)","2004",11.9464567433736,"Production impacts"
"652","Ireland","pop","Biodiversity impacts (bird sp lost)","2004",6.96651454046517,"Production impacts"
"701","Ireland","gdp_cap","ES impacts (ton Cseq potential lost)","2004",11.9464567433736,"Production impacts"
"750","Ireland","pop","ES impacts (ton Cseq potential lost)","2004",6.96651454046517,"Production impacts"
"799","Ireland","gdp_cap","Biodiversity impacts (bird sp lost)","2005",15.942748742947,"Production impacts"
"848","Ireland","pop","Biodiversity impacts (bird sp lost)","2005",9.32256974319703,"Production impacts"
"897","Ireland","gdp_cap","ES impacts (ton Cseq potential lost)","2005",15.942748742947,"Production impacts"
"946","Ireland","pop","ES impacts (ton Cseq potential lost)","2005",9.32256974319703,"Production impacts"
"995","Ireland","gdp_cap","Biodiversity impacts (bird sp lost)","2006",19.0818914956019,"Production impacts"
"1044","Ireland","pop","Biodiversity impacts (bird sp lost)","2006",12.324351002083,"Production impacts"
"1093","Ireland","gdp_cap","ES impacts (ton Cseq potential lost)","2006",19.0818914956019,"Production impacts"
"1142","Ireland","pop","ES impacts (ton Cseq potential lost)","2006",12.324351002083,"Production impacts"
"1191","Ireland","gdp_cap","Biodiversity impacts (bird sp lost)","2007",21.2130315747289,"Production impacts"
"1240","Ireland","pop","Biodiversity impacts (bird sp lost)","2007",15.6042272968332,"Production impacts"
"1289","Ireland","gdp_cap","ES impacts (ton Cseq potential lost)","2007",21.2130315747289,"Production impacts"
"1338","Ireland","pop","ES impacts (ton Cseq potential lost)","2007",15.6042272968332,"Production impacts"
"1387","Ireland","gdp_cap","Biodiversity impacts (bird sp lost)","2008",15.5277750478363,"Production impacts"
"1436","Ireland","pop","Biodiversity impacts (bird sp lost)","2008",17.9852485063758,"Production impacts"
"1485","Ireland","gdp_cap","ES impacts (ton Cseq potential lost)","2008",15.5277750478363,"Production impacts"
"1534","Ireland","pop","ES impacts (ton Cseq potential lost)","2008",17.9852485063758,"Production impacts"
"1583","Ireland","gdp_cap","Biodiversity impacts (bird sp lost)","2009",7.41321701254697,"Production impacts"
"1632","Ireland","pop","Biodiversity impacts (bird sp lost)","2009",19.1896875149468,"Production impacts"
"1681","Ireland","gdp_cap","ES impacts (ton Cseq potential lost)","2009",7.41321701254697,"Production impacts"
"1730","Ireland","pop","ES impacts (ton Cseq potential lost)","2009",19.1896875149468,"Production impacts"
"1779","Ireland","gdp_cap","Biodiversity impacts (bird sp lost)","2010",6.29804061512686,"Production impacts"
"1828","Ireland","pop","Biodiversity impacts (bird sp lost)","2010",19.8409060925992,"Production impacts"
"1877","Ireland","gdp_cap","ES impacts (ton Cseq potential lost)","2010",6.29804061512686,"Production impacts"
"1926","Ireland","pop","ES impacts (ton Cseq potential lost)","2010",19.8409060925992,"Production impacts"
"1975","Ireland","gdp_cap","Biodiversity impacts (bird sp lost)","2011",9.08894034630182,"Production impacts"
"2024","Ireland","pop","Biodiversity impacts (bird sp lost)","2011",20.2781791318873,"Production impacts"
"2073","Ireland","gdp_cap","ES impacts (ton Cseq potential lost)","2011",9.08894034630182,"Production impacts"
"2122","Ireland","pop","ES impacts (ton Cseq potential lost)","2011",20.2781791318873,"Production impacts"
"2171","Ireland","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2001",1.78228076223621,"Production impacts"
"2220","Ireland","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2001",-5.40539574742941,"Production impacts"
"2269","Ireland","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2002",-3.95797611165096,"Production impacts"
"2318","Ireland","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2002",-10.7272807320786,"Production impacts"
"2367","Ireland","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2003",-5.71778125564319,"Production impacts"
"2416","Ireland","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2003",-13.0871716946433,"Production impacts"
"2465","Ireland","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2004",-8.23405888236718,"Production impacts"
"2514","Ireland","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2004",-18.234859003092,"Production impacts"
"2563","Ireland","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2005",-14.0656693447373,"Production impacts"
"2612","Ireland","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2005",-22.5433357817054,"Production impacts"
"2661","Ireland","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2006",-19.9474292937545,"Production impacts"
"2710","Ireland","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2006",-27.1437005166807,"Production impacts"
"2759","Ireland","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2007",-26.9565496352802,"Production impacts"
"2808","Ireland","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2007",-30.326447835835,"Production impacts"
"2857","Ireland","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2008",-22.6038455977781,"Production impacts"
"2906","Ireland","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2008",-30.9993439212153,"Production impacts"
"2955","Ireland","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2009",-18.4094036528967,"Production impacts"
"3004","Ireland","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2009",-26.3104110570208,"Production impacts"
"3053","Ireland","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2010",-20.942660867995,"Production impacts"
"3102","Ireland","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2010",-19.7310187271047,"Production impacts"
"3151","Ireland","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2011",-20.3046581838179,"Production impacts"
"3200","Ireland","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2011",-22.141789780258,"Production impacts"
"16","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2001",1.89397203633093,"Production impacts"
"65","Italy","pop","Biodiversity impacts (bird sp lost)","2001",0.0561833783884503,"Production impacts"
"114","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2001",1.89397203633093,"Production impacts"
"163","Italy","pop","ES impacts (ton Cseq potential lost)","2001",0.0561833783884503,"Production impacts"
"212","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2002",2.22915358908897,"Production impacts"
"261","Italy","pop","Biodiversity impacts (bird sp lost)","2002",0.205294472062748,"Production impacts"
"310","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2002",2.22915358908897,"Production impacts"
"359","Italy","pop","ES impacts (ton Cseq potential lost)","2002",0.205294472062748,"Production impacts"
"408","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2003",1.77574598725363,"Production impacts"
"457","Italy","pop","Biodiversity impacts (bird sp lost)","2003",0.651705764036695,"Production impacts"
"506","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2003",1.77574598725363,"Production impacts"
"555","Italy","pop","ES impacts (ton Cseq potential lost)","2003",0.651705764036695,"Production impacts"
"604","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2004",2.56375775403412,"Production impacts"
"653","Italy","pop","Biodiversity impacts (bird sp lost)","2004",1.30521862660933,"Production impacts"
"702","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2004",2.56375775403412,"Production impacts"
"751","Italy","pop","ES impacts (ton Cseq potential lost)","2004",1.30521862660933,"Production impacts"
"800","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2005",3.01932617664502,"Production impacts"
"849","Italy","pop","Biodiversity impacts (bird sp lost)","2005",1.80424651647951,"Production impacts"
"898","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2005",3.01932617664502,"Production impacts"
"947","Italy","pop","ES impacts (ton Cseq potential lost)","2005",1.80424651647951,"Production impacts"
"996","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2006",5.09876475312615,"Production impacts"
"1045","Italy","pop","Biodiversity impacts (bird sp lost)","2006",2.11068933380549,"Production impacts"
"1094","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2006",5.09876475312615,"Production impacts"
"1143","Italy","pop","ES impacts (ton Cseq potential lost)","2006",2.11068933380549,"Production impacts"
"1192","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2007",5.99536990166295,"Production impacts"
"1241","Italy","pop","Biodiversity impacts (bird sp lost)","2007",2.62758449335947,"Production impacts"
"1290","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2007",5.99536990166295,"Production impacts"
"1339","Italy","pop","ES impacts (ton Cseq potential lost)","2007",2.62758449335947,"Production impacts"
"1388","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2008",3.87897248160377,"Production impacts"
"1437","Italy","pop","Biodiversity impacts (bird sp lost)","2008",3.30971765218105,"Production impacts"
"1486","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2008",3.87897248160377,"Production impacts"
"1535","Italy","pop","ES impacts (ton Cseq potential lost)","2008",3.30971765218105,"Production impacts"
"1584","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2009",-2.23360640641882,"Production impacts"
"1633","Italy","pop","Biodiversity impacts (bird sp lost)","2009",3.78148452108587,"Production impacts"
"1682","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2009",-2.23360640641882,"Production impacts"
"1731","Italy","pop","ES impacts (ton Cseq potential lost)","2009",3.78148452108587,"Production impacts"
"1780","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2010",-0.659516484305264,"Production impacts"
"1829","Italy","pop","Biodiversity impacts (bird sp lost)","2010",4.10119871220784,"Production impacts"
"1878","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2010",-0.659516484305264,"Production impacts"
"1927","Italy","pop","ES impacts (ton Cseq potential lost)","2010",4.10119871220784,"Production impacts"
"1976","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2011",-0.362431716228211,"Production impacts"
"2025","Italy","pop","Biodiversity impacts (bird sp lost)","2011",4.28038421057401,"Production impacts"
"2074","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2011",-0.362431716228211,"Production impacts"
"2123","Italy","pop","ES impacts (ton Cseq potential lost)","2011",4.28038421057401,"Production impacts"
"2172","Italy","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2001",-4.04059092325346,"Production impacts"
"2221","Italy","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2001",-5.32408514986452,"Production impacts"
"2270","Italy","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2002",-7.03940616441181,"Production impacts"
"2319","Italy","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2002",-7.07311867916864,"Production impacts"
"2368","Italy","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2003",-9.24697969920321,"Production impacts"
"2417","Italy","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2003",-6.58444656460365,"Production impacts"
"2466","Italy","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2004",-9.13160350189283,"Production impacts"
"2515","Italy","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2004",-5.43539953364481,"Production impacts"
"2564","Italy","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2005",-12.3749592355067,"Production impacts"
"2613","Italy","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2005",-6.50170080101122,"Production impacts"
"2662","Italy","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2006",-18.4144579331366,"Production impacts"
"2711","Italy","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2006",-12.8308678670523,"Production impacts"
"2760","Italy","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2007",-21.1661428272871,"Production impacts"
"2809","Italy","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2007",-15.5342617498139,"Production impacts"
"2858","Italy","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2008",-16.4236763353167,"Production impacts"
"2907","Italy","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2008",-11.506102629168,"Production impacts"
"2956","Italy","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2009",-18.3650510433984,"Production impacts"
"3005","Italy","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2009",-11.8952077232666,"Production impacts"
"3054","Italy","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2010",-19.6537435144217,"Production impacts"
"3103","Italy","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2010",-15.7398710437643,"Production impacts"
"3152","Italy","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2011",-21.7951993222604,"Production impacts"
"3201","Italy","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2011",-16.334441478098,"Production impacts"
"30","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2001",0.269692852248847,"Production impacts"
"79","Japan","pop","Biodiversity impacts (bird sp lost)","2001",0.219910144242138,"Production impacts"
"128","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2001",0.269692852248847,"Production impacts"
"177","Japan","pop","ES impacts (ton Cseq potential lost)","2001",0.219910144242138,"Production impacts"
"226","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2002",0.280801637615313,"Production impacts"
"275","Japan","pop","Biodiversity impacts (bird sp lost)","2002",0.453219831323402,"Production impacts"
"324","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2002",0.280801637615313,"Production impacts"
"373","Japan","pop","ES impacts (ton Cseq potential lost)","2002",0.453219831323402,"Production impacts"
"422","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2003",1.77074400126013,"Production impacts"
"471","Japan","pop","Biodiversity impacts (bird sp lost)","2003",0.66840072515173,"Production impacts"
"520","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2003",1.77074400126013,"Production impacts"
"569","Japan","pop","ES impacts (ton Cseq potential lost)","2003",0.66840072515173,"Production impacts"
"618","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2004",4.17037879091338,"Production impacts"
"667","Japan","pop","Biodiversity impacts (bird sp lost)","2004",0.702293686450698,"Production impacts"
"716","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2004",4.17037879091338,"Production impacts"
"765","Japan","pop","ES impacts (ton Cseq potential lost)","2004",0.702293686450698,"Production impacts"
"814","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2005",5.37742485409557,"Production impacts"
"863","Japan","pop","Biodiversity impacts (bird sp lost)","2005",0.711752187278316,"Production impacts"
"912","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2005",5.37742485409557,"Production impacts"
"961","Japan","pop","ES impacts (ton Cseq potential lost)","2005",0.711752187278316,"Production impacts"
"1010","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2006",7.33863311128016,"Production impacts"
"1059","Japan","pop","Biodiversity impacts (bird sp lost)","2006",0.69835264443919,"Production impacts"
"1108","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2006",7.33863311128016,"Production impacts"
"1157","Japan","pop","ES impacts (ton Cseq potential lost)","2006",0.69835264443919,"Production impacts"
"1206","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2007",9.51657328365336,"Production impacts"
"1255","Japan","pop","Biodiversity impacts (bird sp lost)","2007",0.709978718373138,"Production impacts"
"1304","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2007",9.51657328365336,"Production impacts"
"1353","Japan","pop","ES impacts (ton Cseq potential lost)","2007",0.709978718373138,"Production impacts"
"1402","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2008",8.59979334202096,"Production impacts"
"1451","Japan","pop","Biodiversity impacts (bird sp lost)","2008",0.6573973358556,"Production impacts"
"1500","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2008",8.59979334202096,"Production impacts"
"1549","Japan","pop","ES impacts (ton Cseq potential lost)","2008",0.6573973358556,"Production impacts"
"1598","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2009",2.62976024638795,"Production impacts"
"1647","Japan","pop","Biodiversity impacts (bird sp lost)","2009",0.542254276030583,"Production impacts"
"1696","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2009",2.62976024638795,"Production impacts"
